,DLSm01,DLSm02,DLSm03,DLSse01,DLSse02,DLSse03,DPSm01,DPSm02,DPSm03,DPSse01,DPSse02,DPSse03,HLm01,HLm02,HLm03,HLse01,HLse02,HLse03,SLTm01,SLTm02,SLTm03,SLTse01,SLTse02,SLTse03,SLm01,SLm02,SLm03,SLse01,SLse02,SLse03,XSm01,XSm02,XSm03,XSse02,XSse03,XSt01
Zotu1725,0,0,0,7,7,4,8,4,7,22,8,11,0,0,0,4,0,1,11,0,0,11,4,5,0,0,0,20,28,35,0,0,0,10,11,0
Zotu1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1727,4,2,3,0,0,0,0,4,1,0,0,0,22,8,6,0,0,0,0,4,9,0,0,0,0,6,22,0,0,0,20,14,256,0,0,0
Zotu1729,0,0,0,0,0,0,0,0,0,16,1,62,0,0,0,0,0,1,0,0,0,1,0,14,0,0,0,4,106,15,0,0,0,8,0,0
Zotu173,0,126,50,0,0,0,0,0,0,0,0,0,0,77,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1730,0,0,2,6,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,7,5,0,0,2
Zotu1731,0,0,0,5,6,7,3,4,5,6,39,25,0,0,0,2,1,0,1,1,0,3,6,10,0,0,0,12,42,65,0,0,0,13,21,0
Zotu1733,0,0,3,0,1,1,4,0,7,2,0,4,2,0,0,25,15,87,0,0,5,7,2,0,1,0,1,4,12,4,0,0,2,8,5,0
Zotu1734,0,0,9,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,4,0,0,20
Zotu1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,184,0,0,0,0,0,0,0,0,1,55,41,0
Zotu1736,245,9,17,0,0,0,1,1,0,0,0,0,13,0,1,0,0,1,0,0,1,0,0,0,29,8,23,0,0,0,1,0,0,2,0,0
Zotu1737,8,2,20,0,0,0,0,1,2,0,1,0,34,1,12,1,0,2,3,1,1,1,0,2,5,3,9,0,0,0,10,13,45,0,2,4
Zotu1738,2,3,0,0,1,0,5,66,7,0,2,0,1,1,0,0,1,0,3,3,2,1,0,1,0,7,5,0,1,0,8,9,7,5,1,2
Zotu1739,0,0,5,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,1,6
Zotu174,0,42,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,9
Zotu1740,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
Zotu1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,19,1,0,0,0
Zotu1743,1,2,2,1,10,0,6,2,2,0,3,1,0,0,0,34,59,28,0,12,3,2,6,5,6,1,5,2,0,5,0,0,0,22,23,0
Zotu1744,0,3,7,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0
Zotu1745,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1746,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,28,39,226,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0
Zotu1747,2,2,4,0,0,0,2,236,2,0,0,0,4,0,14,0,0,0,1,4,0,0,0,0,2,5,4,0,0,0,5,11,6,0,0,17
Zotu1748,6,51,15,0,2,0,77,221,21,3,2,0,1,6,1,0,0,0,5,10,18,0,0,0,7,6,8,0,2,0,1,1,2,7,0,0
Zotu1749,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6
Zotu175,0,0,0,1,0,6,2,5,2,991,667,2470,0,0,0,0,0,0,2,0,0,11,3,13,0,0,0,8,1,1,0,0,0,1,0,0
Zotu1750,0,0,0,0,1,0,0,0,0,6,1,16,0,0,0,95,53,186,0,2,1,20,1,2,0,0,0,0,1,2,0,0,0,3,9,0
Zotu1751,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1752,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,5,1,0,0,0,0,5,5,0,0,2
Zotu1753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Zotu1754,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,0
Zotu1755,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1756,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,82,58,37,1,18,1,6,1,2,0,0,0,0,0,0,0,0,0,23,31,0
Zotu1757,0,0,0,20,15,18,3,2,3,0,1,0,0,0,0,3,1,2,6,3,5,4,1,0,0,0,0,51,27,38,0,0,0,5,19,0
Zotu1758,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,145,8,0,0,0,0,1,0
Zotu1759,0,0,0,0,0,0,0,0,0,22,5,9,0,0,0,6,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Zotu176,0,0,0,36,38,41,2,2,6,34,18,55,0,0,0,77,42,71,10,2,4,22,10,10,0,0,3,70,116,132,0,0,0,22,16,0
Zotu1760,0,0,0,2,0,0,0,0,0,9,55,146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,8,7,0,0,0,0,3,0
Zotu1761,8,1,2,1,0,0,4,0,0,3,0,0,5,2,1,3,2,2,4,5,7,0,3,1,5,1,6,1,0,0,8,6,8,0,0,0
Zotu1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,6,0,0,0
Zotu1764,0,0,0,0,0,0,0,0,2,11,21,14,0,0,0,1,1,0,0,0,0,2,3,5,0,0,0,0,0,5,0,0,0,0,1,0
Zotu1765,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1766,5,7,3,0,0,0,0,0,0,0,0,0,21,21,11,0,0,0,0,0,1,0,0,0,2,2,10,0,0,0,11,4,112,0,0,2
Zotu1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1768,21,21,7,1,4,2,5,22,7,0,0,0,2,2,1,0,3,9,4,84,114,0,1,2,7,14,6,0,0,1,1,6,3,1,0,0
Zotu1769,8,14,355,0,0,0,9,0,32,0,0,0,7,4,232,0,0,0,0,2,0,0,0,0,18,16,26,0,0,1,5,6,6,0,3,0
Zotu177,13,5,11,0,0,0,0,1,1,0,1,10,5,1,2,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,0,4,1,0,0
Zotu1770,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
Zotu1771,0,0,0,0,0,0,0,0,0,6,16,5,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,3,0,0,0,0,0,2,0
Zotu1772,0,0,0,0,0,0,1,437,2,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
Zotu1773,14,11,18,0,0,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,118,94,0,0,0,1,18,3,0,0,0
Zotu1774,2,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu1775,13,0,0,3,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,4
Zotu1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1777,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
Zotu1779,2,8,1,0,0,0,0,10,2,0,0,0,23,58,16,1,0,0,5,1,5,0,2,0,3,7,23,0,0,0,5,9,15,0,0,2
Zotu178,1,30,1,0,0,149,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,24,22,2,0,0,0,31,24,1,0,0,116
Zotu1780,0,0,0,5,0,1,4,2,2,0,0,0,4,0,0,1,0,0,25,13,3,2,0,0,4,0,0,2,2,0,14,2,1,0,0,60
Zotu1781,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1782,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,10,6,0,0,0,0,2,0
Zotu1783,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,1,0,1,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,9,3,0
Zotu1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1785,5,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1786,18,5,5,0,0,0,2,0,4,0,0,0,11,22,2,0,0,0,1,12,7,1,0,0,30,2,6,0,0,0,4,15,6,0,1,3
Zotu1787,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,6,1,2,0,0,0,11,1,5,0,0,16
Zotu1788,0,0,0,2,5,3,0,0,2,0,0,1,0,0,0,8,4,23,0,1,5,0,0,2,0,0,0,0,2,0,0,0,0,4,9,0
Zotu1789,0,0,0,0,0,0,0,15,4,0,13,3,0,0,0,17,13,15,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,58,21,0
Zotu179,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,5,0
Zotu1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,208
Zotu1791,0,0,0,0,0,0,0,0,0,0,0,0,7,1,13,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,54,63,226,0,0,2
Zotu1792,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,8,3
Zotu1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0
Zotu1794,8,2,5,0,0,0,0,5,0,3,1,19,0,2,2,0,0,0,0,0,1,0,0,0,11,83,92,0,0,0,11,41,52,0,0,0
Zotu1795,2,0,0,3,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,8
Zotu1796,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,67,0,3,0,0,0,2,1,2,0,0,0,2,0,0,0,0,1
Zotu1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1798,3,7,2,0,0,0,0,10,2,1,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,6
Zotu1799,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
Zotu18,0,0,0,4,868,20,0,17,10,60,78,93,0,0,0,24,470,341,10,12,52,39,43,36455,0,0,0,68,15,4277,0,0,0,20202,123,0
Zotu180,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,150,0,0,0
Zotu1800,6,4,17,0,0,0,2,3,12,0,0,0,11,9,17,0,0,0,0,6,8,0,0,0,20,13,26,0,0,0,14,10,144,0,0,0
Zotu1801,1,4,4,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
Zotu1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,18,0,0,0
Zotu1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,10,0,0,0
Zotu1806,7,0,0,0,0,0,0,0,0,0,0,0,265,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15,4,0,0,0
Zotu1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1808,10,3,75,0,0,0,3,0,18,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0
Zotu1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1
Zotu181,0,0,0,21,23,12,5,2,17,302,178,5452,0,0,0,3,2,1,7,1,0,54,24,46,0,0,0,13,8,94,0,0,0,25,35,0
Zotu1813,0,0,0,0,0,0,0,0,0,0,0,0,11,8,12,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,213,34,13,0,0,3
Zotu1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1815,207,29,15,0,0,1,0,0,0,0,0,0,25,17,1,0,0,0,1,1,1,0,0,0,9,15,29,0,0,0,9,12,9,0,0,1
Zotu1816,0,0,13,0,0,0,0,0,0,0,0,0,3,1,14,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,12,45,8,0,0,8
Zotu1817,1,2,28,0,0,0,1,0,11,0,0,0,0,2,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6,0,0,0,6
Zotu1818,0,0,0,7,7,3,0,2,2,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,68,57,44,0,0,0,7,4,0
Zotu1819,0,0,0,4,9,2,0,4,1,3,14,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,99,196,0,0,0,8,1,0
Zotu182,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2
Zotu1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Zotu1822,1,0,1,0,0,0,0,0,1,0,0,1,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0
Zotu1823,4,0,3,0,6,0,10,1,0,6,0,0,4,3,6,0,5,1,0,13,0,0,2,0,2,0,5,0,0,0,8,9,8,0,0,0
Zotu1824,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
Zotu1825,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
Zotu1826,0,0,0,0,0,0,0,14,2,0,7,2,0,0,0,12,9,12,0,0,2,2,2,16,0,0,0,0,7,3,0,0,0,189,18,0
Zotu1828,8,2,2,0,0,0,0,1,3,0,0,0,41,4,0,0,0,0,2,1,3,0,0,0,9,4,6,0,0,1,7,5,4,0,0,15
Zotu1829,0,1,0,0,6,1,16,8,12,0,0,0,3,1,0,0,6,2,1,323,76,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu183,1,9,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,1,0,0,0,1
Zotu1830,0,0,11,0,0,0,0,0,0,0,0,1,8,3,61,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,55,51,123,0,0,2
Zotu1831,0,0,1,0,0,0,0,0,0,0,0,0,20,20,13,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,24,12,227,0,0,0
Zotu1832,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,9,0,0,0
Zotu1833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13,0,0,0,0,0,8,0,0,0,0,15
Zotu1834,0,0,0,0,0,0,0,0,0,25,5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1835,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1836,2,0,2,0,0,0,2,0,1,0,0,1,1,0,2,2,0,0,0,0,1,1,0,0,1,3,12,0,0,0,2,5,7,0,0,6
Zotu1837,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1838,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,9
Zotu1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,0,0,0,0,1,0
Zotu184,0,0,0,3,1,2,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,19,0,0,0,1,3,0
Zotu1841,0,0,0,0,0,0,0,0,1,5,10,9,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
Zotu1843,3,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,19
Zotu1844,3,2,1,0,1,0,2,3,12,1,0,2,16,5,3,0,1,0,0,3,0,2,1,0,2,1,1,0,0,0,6,7,12,0,3,1
Zotu1845,4,1,4,0,1,0,1,0,4,0,0,0,8,2,7,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,8,1,6,0,0,7
Zotu1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
Zotu1848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,16,0,0,0
Zotu1849,10,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,13,97,96,0,0,0,0,3,2,0,0,0
Zotu185,3167,344,82,0,0,0,1,3,2,0,0,0,142,5,0,0,0,0,6,2839,1715,0,1,0,100,77,62,0,0,0,0,1,0,0,0,0
Zotu1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1851,0,8,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,7,4,0,0,13
Zotu1852,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,3,6,6,0,0,0,0,0,3,0,0,0,7,0,324,0,0,0
Zotu1853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu1854,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Zotu1855,0,0,0,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,3,1,0,140,0,0,0,6,26,27,0,0,0,0,0,0
Zotu1856,0,0,0,2,0,0,1,1,3,0,0,0,0,0,0,1,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1858,7,2,3,0,0,0,3,14,3,0,0,0,6,2,0,1,0,0,23,9,9,1,0,2,11,7,8,0,0,0,1,0,0,0,0,5
Zotu1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu186,0,1,0,0,1,0,2,0,0,18,3,2,1,1,0,18,17,163,0,1,1,3,3,4,176,0,0,2,2,3,165,1,0,4,3,3044
Zotu1860,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu1861,0,0,1,0,6,0,7,0,3,5,0,0,0,0,0,0,5,0,0,9,7,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0
Zotu1862,0,0,0,2,3,0,0,1,0,2,8,7,0,0,0,22,5,41,0,0,1,8,4,2,0,0,0,0,0,6,0,0,0,6,2,0
Zotu1863,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,0,12,0,0,0,0,0,5,0,0,0,7,210,0
Zotu1864,6,9,9,0,0,0,1,171,2,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,8,61,76,0,0,0,0,16,3,0,0,0
Zotu1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,15,74,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,9,0
Zotu1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu1867,2,0,0,0,3,0,0,0,0,1,0,0,17,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,6,5,0,0,0
Zotu1868,0,0,0,1,4,1,0,2,2,0,0,1,0,0,0,2,4,0,4,0,0,0,0,0,0,0,0,68,94,45,0,0,0,4,1,0
Zotu1869,0,0,0,11,15,6,3,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,73,35,34,0,0,0,3,3,0
Zotu187,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,27,3918,11,0,2,0,0,8,1,0,0,0,0,0,0,0,0,0,7,4,0
Zotu1870,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu1871,0,0,10,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1872,1,2,1,0,2,1,2,0,1,0,0,0,3,2,0,1,6,6,0,4,4,0,0,1,3,3,1,0,0,0,2,0,4,0,1,5
Zotu1874,3,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,11
Zotu1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Zotu1876,0,3,0,0,0,0,3,0,5,0,0,0,3,0,1,1,0,0,2,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Zotu1877,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,246,66,21,1,3,0,8,2,1,0,0,0,0,0,0,0,0,0,18,14,0
Zotu1878,0,0,0,0,0,1,0,0,0,25,10,14,0,0,0,0,1,7,0,0,9,11,10,177,0,0,0,0,0,0,0,0,0,0,8,0
Zotu188,2,0,1,10,13,5,32,0,4,63,12,41,1,0,1,172,119,218,6,20,12,266,77,50,3,3,2,10,5,10,1,0,1,81,95,0
Zotu1880,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
Zotu1881,6,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,1,0,0,1
Zotu1882,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0
Zotu1883,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,1,0,0
Zotu1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu1886,3,0,1,2,0,0,0,0,5,0,0,0,7,3,2,8,0,4,8,1,3,2,0,0,6,0,1,1,0,1,6,1,2,0,4,10
Zotu1887,1,2,1,0,0,0,0,0,1,0,0,0,4,1,2,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,1,4,1,0,0,9
Zotu1888,0,1,4,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,1
Zotu1889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
Zotu189,8,5,9,0,0,2,16,14,22,0,0,5,7,5,6,0,3,4,43,68,49,1,1,3,26,20,18,1,2,3,18,10,20,0,1,9
Zotu1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1891,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,1,5,4,0,0,1,4,0,2,0,0,0,2,0,2,0,0,3
Zotu1892,0,0,2,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,12,0,0,0,0,127
Zotu1893,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,6,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu1894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,13
Zotu1895,2,3,3,2,0,0,2,0,0,0,0,1,3,3,3,0,0,3,9,1,1,0,0,0,3,0,2,0,0,2,5,5,3,0,0,19
Zotu1896,2,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,8,0,1,0,0,0,13,0,0,0,0,0,0,3,0,0,0,2
Zotu1897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0
