,DLSs01,DLSs02,DLSs03,DLSw01,DLSw02,DLSw03,DPSs01,DPSs02,DPSs03,DPSw01,DPSw02,DPSw03,HLs01,HLs02,HLs03,HLw01,HLw02,HLw03,SLTs01,SLTs02,SLTs03,SLTw01,SLTw02,SLTw03,SLs01,SLs02,SLs03,SLw01,SLw02,SLw03,XSs01,XSs02,XSs03,XSw01,XSw02,XSw03
Zotu2860,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Zotu2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu28611,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
Zotu2862,0,1,0,1,1,0,0,0,0,0,0,0,4,1,0,76,14,20,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,1,3,1
Zotu2863,27,0,4,4,1,0,0,3,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,3,12,125,83,0,0,2,0,0,0,0,0,0
Zotu2864,0,0,0,0,0,80,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2865,0,4,0,0,1,0,2,0,0,1,0,4,0,2,1,0,0,1,0,0,0,0,1,1,0,4,2,0,0,0,3,2,1,0,0,5
Zotu2866,2,0,3,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,6,5,5,0,2,0,1,28,11,0,1,0,15,0,0,0,0,0
Zotu2867,0,1,0,0,0,9,0,0,4,3,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,3,0,0,0
Zotu2869,0,0,0,0,1,9,0,0,4,8,2,2,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,4,1,3,0,1,0
Zotu28690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0
Zotu287,2,2,156,0,0,9,68,3321,0,1,77,2,3,9,4,0,0,0,0,1,0,0,0,0,135,60,70,64,6,1,5,44,9,0,139,3
Zotu2870,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Zotu2871,0,0,0,0,1,0,0,0,0,0,1,1,3,1,0,0,1,0,5,4,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0
Zotu28718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0
Zotu2872,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,56,53
Zotu2873,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
Zotu2875,1,0,1,1,3,4,1,0,0,0,12,4,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,44,53,80,0,0,0,1,0,0
Zotu2876,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,4,2,3,0,1,0,0
Zotu28762,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu2877,0,0,1,3,7,8,0,1,0,7,15,10,0,0,0,7,0,3,0,0,0,10,6,7,2,0,1,35,34,33,0,0,0,13,23,26
Zotu28779,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
Zotu2878,0,0,0,0,0,0,0,0,0,0,0,0,12,11,86,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,25,13,0,0,0
Zotu2879,0,0,1,0,0,0,0,5,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0
Zotu288,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2880,9,2,19,0,0,0,1,5,0,1,1,0,12,12,3,3,0,0,2,1,0,0,0,0,10,4,7,0,1,0,10,6,3,0,3,0
Zotu2881,15,0,9,1,0,0,0,0,2,0,0,0,4,4,1,2,0,0,0,1,2,2,0,0,0,2,3,0,0,0,1,18,1,0,0,0
Zotu2882,0,51,7,0,0,0,1,1,3,1,1,0,3,6,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,10,78,0,0,0
Zotu2883,0,0,0,0,0,0,0,1,0,0,0,0,4,7,32,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,20,6,5,3,0,0
Zotu2884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu2885,5,8,1,0,0,0,1,3,0,0,0,0,4,4,4,1,0,0,2,2,0,0,0,1,1,10,12,0,0,0,12,9,4,1,0,0
Zotu28856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2886,7,3,0,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,49,21,0,0,0,1,6,0,0,0,1
Zotu2887,0,2,1,16,17,4,0,0,0,8,1,2,0,0,0,16,25,1,0,0,0,16,1,3,3,2,0,8,1,3,0,0,0,4,4,2
Zotu2888,0,1,0,0,0,58,0,0,0,69,0,0,0,0,0,0,3,0,0,0,0,7,0,0,2,2,0,0,4,0,0,2,1,0,4,7
Zotu289,0,0,0,0,1,1,0,1,28,0,0,6,12,2,44,1,0,0,30,16,30,0,3,0,48,29,1,0,6,2,43,3,2,1,1,3
Zotu2890,0,1,1,1,0,0,0,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,2,4,0,0,0,1,0,1,0,1,2
Zotu2891,2,0,0,0,0,0,7,1,0,0,0,4,0,0,0,5,0,0,0,0,0,1,0,0,119,2,4,0,3,2,0,0,0,0,0,6
Zotu2892,1,0,0,0,0,1,0,0,0,1,0,0,2,3,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0
Zotu2893,4,1,0,1,3,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,13,13,33,36,0,0,0,1,1,0,1,0,0
Zotu2894,1,0,0,0,0,0,0,0,0,0,0,0,109,27,42,0,0,0,7,0,7,0,0,0,1,0,1,0,0,1,27,15,25,0,0,0
Zotu2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu2896,1,232,8,0,0,1,10,1,0,5,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Zotu2897,0,0,0,0,0,0,0,3,1,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,9,9,0,0,0
Zotu2898,6,23,5,0,0,0,1,2,0,1,0,3,5,5,10,0,0,0,0,1,4,0,2,0,2,0,0,0,1,0,4,8,7,0,0,1
Zotu2899,0,0,0,1,2,1,0,0,0,101,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,13,26,44,0,0,0,0,4,0
Zotu28993,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Zotu29,6,2,14,2,4,1,10,4,30,1,3,8,19,90,59,6,3,0,29,42,31,29,11,9,8,8,6,16,7,2,4,51,13,6,2,6
Zotu290,0,0,0,0,3,2,0,0,120,0,3,2,84,73,63,2,0,0,597,559,749,22,0,0,1,0,0,8,0,0,0,1,0,0,2,0
Zotu2900,0,0,0,0,0,0,0,0,10,0,0,0,10,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13,114,0,0,0
Zotu2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Zotu29010,1,11,2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,1,1,1,0,0
Zotu2902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu2903,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,2,1,2,0,33,0,0,2,1,2,0,0,0,4,1,16,7,1
Zotu29038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Zotu2904,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Zotu2905,0,0,0,0,0,2,0,0,31,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Zotu2906,1,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,48,69,96,0,0,1,0,3,1
Zotu2907,1,0,0,0,0,0,0,0,0,0,0,0,42,87,14,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,9,4,12,0,0,0
Zotu2908,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,118,0,1,0,5,1,0,0,0,0,0,2
Zotu2909,0,0,0,0,0,11,0,1,3,4,46,20,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,1,0,2,0
Zotu291,5,3,7,2,4,1,5,0,12,0,0,1,1,1,7,4,3,1,2,5,12,14,8,4,2,9,9,0,1,1,2,34,1,0,3,1
Zotu2910,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu29106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zotu29108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
Zotu2911,0,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu2913,1,0,2,2,0,9,0,1,1,2,62,22,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,3,7,8,0,0,0,0,2,0
Zotu2914,4,0,0,0,0,2,7,21,0,0,0,1,23,6,0,0,0,0,0,1,1,0,0,0,10,0,2,0,1,0,11,4,3,0,2,1
Zotu2915,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,1,0,0,0,1,57,8,18,6,0,0,0,0,2,0,0,0,0,0,0
Zotu2916,0,0,0,0,0,0,0,0,0,0,0,0,36,24,66,0,0,0,2,2,10,0,0,0,6,2,2,0,1,0,11,2,12,0,0,0
Zotu2917,0,0,0,0,0,0,0,0,8,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,6,4,130,0,0,0
Zotu2918,12,0,5,0,0,0,8,33,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,11,1,1,0,0,0,1,0,1,0,2,1
Zotu292,7,4,1,7,58,2,1,0,0,5,1,1,0,1,0,765,1100,250,0,1,1,10,0,39,5,0,46,8,15,19,0,0,0,60,84,71
Zotu2920,88,1,24,0,3,0,3,1,0,0,0,0,1,17,5,2,0,0,0,2,0,2,0,0,9,22,39,0,0,1,4,1,0,0,0,1
Zotu2921,0,0,0,2,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,3,133,6,0,1,0,0,0,0,0,0,0,0,0,0
Zotu2922,0,0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,0,0,0,0,0,57,23,10,9,0,0,0,0,0,0,0,0,0,0,0
Zotu2923,0,0,2,1,0,0,0,0,2,0,52,45,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,6,6,4,0,0,3,0,1,0
Zotu2924,0,46,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,1,0,0,0
Zotu2925,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Zotu2926,21,10,22,0,0,1,5,144,2,0,2,0,3,21,8,1,0,0,1,1,1,2,0,0,9,8,9,5,1,0,2,7,5,1,5,0
Zotu2927,4,25,21,0,0,0,6,4,0,0,1,1,28,9,3,0,0,0,5,1,0,0,0,0,0,1,0,1,0,0,10,7,9,0,0,0
Zotu2928,0,2,8,0,0,0,1,0,0,0,0,0,62,9,10,0,2,0,5,1,0,0,0,0,0,3,0,1,0,0,19,26,14,1,2,0
Zotu2929,0,0,0,0,0,0,0,0,0,0,0,0,6,5,84,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,15,16,0,0,0
Zotu293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
Zotu2930,2,1,1,0,0,0,0,2,4,0,0,0,3,1,1,0,0,0,0,1,1,9,0,1,4,5,2,0,1,2,6,2,7,0,0,1
Zotu2931,120,1,4,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,54,2,1,0,1,2,0,0,1,0,0,0
Zotu2932,1,0,1,0,0,2,2,2,0,0,0,5,0,0,0,2,0,0,0,0,0,2,0,0,97,8,5,0,2,1,0,0,0,0,1,1
Zotu2933,3,197,11,1,0,3,4,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0
Zotu2934,0,0,0,7,2,1,0,0,0,2,3,3,3,0,1,0,0,0,5,0,0,0,138,5,0,1,0,0,3,1,0,0,0,0,0,0
Zotu29348,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0
Zotu29349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0
Zotu2935,0,0,0,5,0,0,0,0,0,2,0,4,1,0,0,0,0,0,2,0,0,1,154,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu29352,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,5,0,0,0,0,0,0,0,0,0
Zotu29355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0
Zotu2936,2,0,0,0,1,1,1,1,0,0,0,3,62,8,7,2,0,0,3,1,1,1,0,0,69,2,7,0,4,1,7,4,2,0,0,2
Zotu29366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
Zotu29368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Zotu2937,5,0,1,2,3,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,13,27,113,0,0,0,0,0,1,0,0,0
Zotu2938,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5,7,7,0,0,0,6,1,1,0,0,0
Zotu2939,1,8,7,0,0,0,3,6,1,0,1,0,13,15,6,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,17,3,6,0,0,0
Zotu294,32,84,56,2,1,1,5,4,4,4,1,3,101,1646,96,1,0,0,1,127,2,9,2,1,24,121,43,1,1,0,257,184,163,3,0,0
Zotu2940,7,0,6,0,1,0,1,35,0,0,0,1,13,16,6,1,1,0,2,0,0,0,0,1,1,7,47,2,0,0,1,8,2,0,2,0
Zotu2941,0,0,0,0,0,0,1,0,0,0,0,5,44,7,2,1,0,0,10,0,0,0,0,0,41,3,1,0,1,1,4,4,6,0,0,0
Zotu2942,15,2,12,0,0,1,4,36,1,0,0,1,5,22,3,3,0,0,0,4,2,0,0,0,5,4,4,2,0,0,10,33,16,0,1,0
Zotu2943,0,1,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,274,7,0,0,0,0,1,0,0,0,0
Zotu2944,23,0,7,0,0,0,3,9,0,0,0,1,5,6,8,3,0,0,0,1,1,1,0,0,11,3,12,0,2,1,3,7,6,0,0,0
Zotu2945,0,0,1,7,8,4,0,2,0,7,54,16,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,6,7,10,0,0,0,0,0,1
Zotu2946,0,0,0,0,0,1,0,1,0,0,0,2,22,0,2,2,0,0,1,0,0,0,0,0,62,2,1,0,4,0,4,2,0,0,0,3
Zotu2947,0,0,0,0,1,0,0,0,0,0,0,0,130,14,11,0,0,0,18,0,0,0,2,15,0,0,0,0,0,0,11,9,3,0,0,0
Zotu2948,0,0,1,9,3,8,1,2,2,7,10,6,0,0,0,3,0,0,0,0,0,2,1,7,0,0,2,31,31,41,0,0,0,3,0,0
Zotu2949,4,8,7,0,0,1,6,0,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,0,2,3,1,0,0,1,4,1,1,0,1,0
Zotu29496,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
Zotu295,45,30,64,5,4,11,65,92,5,6,0,3,47,9,20,1,3,2,8,1,4,3,7,5,96,81,86,2,2,0,41,69,28,1,4,7
Zotu2950,0,0,0,2,0,1,0,1,8,2,0,0,5,4,1,0,0,0,15,13,4,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0
Zotu29501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2951,0,0,0,0,0,0,0,0,29,3,0,1,0,0,1,0,0,0,2,3,1,1,8,0,0,0,0,1,3,4,0,0,13,0,0,0
Zotu2953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,1
Zotu29535,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu29542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
Zotu2955,1,56,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu29557,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu2956,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
Zotu29569,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Zotu2957,5,2,11,0,4,0,1,0,0,0,0,1,0,0,4,0,4,0,0,1,0,2,0,5,0,0,4,1,0,0,1,0,0,0,0,0
Zotu2958,0,0,0,0,0,0,0,0,0,0,0,0,10,89,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,14,11,0,0,0
Zotu2959,4,4,8,0,1,1,2,2,1,0,0,1,5,1,12,0,0,0,1,0,1,4,1,0,2,3,1,0,0,0,1,2,0,0,0,1
Zotu296,1,0,0,0,1,0,0,0,64,1,0,0,28,40,27,0,1,1,282,284,250,35,10,5,0,0,0,11,1,0,0,0,2,0,0,0
Zotu2960,48,216,186,0,0,1,5,6,0,8,2,0,2,5,2,0,0,4,0,0,0,0,0,0,2,7,7,4,1,1,3,0,2,5,4,0
Zotu29610,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu29613,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu2962,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu29622,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2963,0,0,0,1,3,0,0,0,0,0,3,1,0,0,0,23,74,11,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,6,8,6
Zotu2964,41,24,37,0,2,0,5,1,0,1,1,1,1,4,3,1,0,0,0,1,2,2,0,3,8,15,20,1,0,1,2,1,1,0,0,0
Zotu2965,15,1,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,3,0,0,9,3,2,0,0,0,0,4,1,0,0,0
Zotu29652,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
Zotu2966,0,0,0,0,0,0,0,1,0,0,0,0,98,13,10,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,19,17,16,0,0,0
Zotu2967,0,0,0,0,0,2,0,1,17,4,1,1,0,0,0,0,0,0,0,2,1,2,87,0,0,7,10,1,8,2,0,0,4,0,0,0
Zotu29670,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu2968,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Zotu29684,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0
Zotu2969,6,218,4,0,0,1,7,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu29691,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0
Zotu297,26,8,23,24,0,0,3,3,11,0,0,1,3,2,4,35,12,0,7,2,5,1,46,0,31,35,25,0,1,1,13,4,3,10,21,15
Zotu2970,1,0,0,1,3,0,0,0,0,1,0,1,0,0,0,42,25,32,0,0,0,0,0,4,3,0,3,2,1,0,0,0,0,3,4,1
Zotu29704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
Zotu2971,0,0,0,14,23,14,0,2,0,37,0,4,0,0,0,0,1,1,0,0,0,8,8,18,0,1,0,9,0,1,0,0,0,1,0,0
Zotu29719,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Zotu2972,0,0,0,0,0,0,0,4,0,0,0,0,9,2,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,8,1,0,0,0
Zotu29728,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Zotu2973,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,3,0,7,4,0,0,1,0
Zotu29734,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu29738,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu2974,0,0,3,0,0,5,0,1,1,1,36,41,0,0,0,1,0,0,0,0,0,5,3,0,0,0,0,2,1,0,0,0,2,0,3,1
Zotu29746,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Zotu2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Zotu2977,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,1,3,0,0,0,14,0,0,0,0,0
Zotu2978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,1
Zotu2979,0,0,0,0,0,81,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,2,5
Zotu298,0,0,0,0,0,0,0,0,93,0,0,0,1,1,0,0,0,0,89,63,81,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0
Zotu2981,0,0,0,0,0,0,0,0,1,0,0,0,40,21,38,0,0,0,3,2,8,0,0,0,3,0,1,2,0,0,16,16,19,0,0,0
Zotu2982,2,0,6,0,0,0,0,2,0,0,0,0,3,4,0,2,0,0,0,1,0,0,1,0,1,12,4,2,0,1,0,0,0,0,1,0
Zotu2983,0,2,1,2,1,0,0,1,0,3,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,44,31,17,0,0,0,48,31,10
Zotu2984,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu2986,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,20,32,61,0,1,0,0,0,0,0,0,0,0,0,0
Zotu2987,41,63,66,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,59,63,0,0,0,0,0,0,0,0,0
Zotu2988,8,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,11,0,6,12,21,0,2,0,0,0,0,1,1,1
Zotu2989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,15,0,0,0,0,0,1,0,0,0
Zotu29899,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu299,2,13,0,18,54,2,1,0,0,21,0,0,14,0,2,433,928,821,9,2,5,5,0,39,8,1,43,11,37,26,0,0,0,57,47,54
