,DLSse01,DLSse02,DLSse03,DPSse01,DPSse02,DPSse03,HLse01,HLse02,HLse03,SLTse01,SLTse02,SLTse03,SLse01,SLse02,SLse03,XSse01,XSse02,XSse03
otu10124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
otu10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10137,1,1,1,1,0,0,0,0,7,0,0,2,0,0,0,1,0,0
otu10138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
otu10142,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
otu10146,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,2
otu10148,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,5,11
otu10151,56,108,71,6,0,3,34,34,16,62,25,6,7,5,9,83,2,4
otu10152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu10156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
otu10157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10158,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0
otu10159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu1016,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0
otu10160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10161,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu10162,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
otu10163,0,1,0,0,0,0,6,14,2,0,0,0,0,0,0,1,1,2
otu10165,2,1,1,0,0,0,0,0,0,5,3,0,0,0,0,2,1,0
otu10166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10168,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10169,0,0,1,0,0,0,2,0,0,13,0,0,0,0,0,2,0,8
otu1017,0,0,0,3,1,16,0,0,0,3,0,0,0,0,0,0,0,0
otu10170,0,6,0,1,1,0,0,0,0,12,0,0,0,8,6,0,0,0
otu10171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10172,1,0,0,0,1,0,0,0,0,0,0,2,0,4,0,4,6,2
otu10173,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10174,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
otu10175,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,2
otu10176,1,0,4,0,1,0,0,0,0,0,0,0,1,18,3,0,2,0
otu10177,0,0,0,0,1,0,0,0,0,0,0,0,0,4,7,0,1,0
otu10178,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10179,2,0,2,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0
otu1018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu10180,0,15,0,2,0,1,0,1,0,0,0,0,0,0,22,24,0,1
otu10181,3,7,2,0,0,1,0,0,0,0,0,0,2,16,28,1,2,2
otu10182,0,2,1,2,1,2,0,0,0,0,0,0,5,5,7,0,3,1
otu10183,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10185,1,0,1,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0
otu10186,0,1,2,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
otu10187,0,1,1,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0
otu10188,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
otu10189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1019,0,0,0,10,4,377,0,0,0,6,7,11,0,0,1,0,0,1
otu10190,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0,1,1
otu10191,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,1,0,1
otu10192,0,0,1,0,0,0,1,0,8,0,0,1,0,0,0,1,0,0
otu10193,1,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,9,3
otu10194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu102,3,4,1,1000,637,1740,11397,46,660,43,9,25,21,29,140,53,297,117
otu1020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10205,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10218,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0
otu1022,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,3,0,2
otu10229,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
otu10232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu10238,0,1,0,0,0,0,3,4,1,0,0,0,0,0,0,1,5,2
otu10240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu10242,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
otu10245,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu10246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu1025,5,10,7,27,39,137,21,20,37,11,14,14,20,66,32,8,125,38
otu10252,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10258,7,21,4,7,0,2,21,27,30,25,6,8,3,3,4,48,8,8
otu10259,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
otu1026,0,6,1,0,0,0,2,3,9,1,3,5,0,0,0,0,0,1
otu10261,0,0,0,2,3,3,0,0,0,0,1,0,1,0,1,0,0,0
otu10262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2
otu10264,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
otu10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
otu10273,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10278,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1
otu10282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10286,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,1,1
otu10287,0,4,0,0,0,0,1,1,14,0,0,5,0,0,0,0,0,0
otu10288,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
otu1029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10291,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0
otu10292,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0
otu10293,0,0,0,1,1,1,0,0,0,4,2,0,0,0,0,0,0,0
otu10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
otu10296,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2
otu10299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu103,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
otu10301,0,0,0,1,2,1,0,0,0,0,0,1,0,5,1,0,2,0
otu10303,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
otu10304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
otu10307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu10309,0,0,0,1,1,0,0,3,2,0,0,3,0,0,0,0,3,0
otu1031,8,0,4,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0
otu10310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10315,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
otu10317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0
otu10318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
otu10321,0,0,0,14,25,3,0,0,0,0,0,1,0,0,3,0,2,0
otu10322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10323,0,0,0,25,4,1,0,0,0,0,0,0,0,1,0,0,0,1
otu10324,0,0,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0
otu10325,0,0,0,90,4,3,0,0,0,3,4,2,0,0,0,1,0,0
otu10326,0,0,1,29,3,8,0,0,0,0,0,0,1,6,7,0,1,3
otu10327,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
otu10328,0,0,0,2,1,7,0,0,0,0,0,0,0,0,3,0,0,0
otu10329,0,0,0,0,0,1,2,2,1,13,2,1,0,0,0,1,0,0
otu1033,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
otu10330,0,0,0,1,0,0,0,0,1,2,0,7,0,0,0,0,8,0
otu10331,0,0,0,4,2,5,0,0,0,0,0,1,0,0,0,0,0,1
otu10332,0,1,0,4,0,0,1,2,3,0,0,0,0,2,1,2,1,0
otu10333,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10334,0,0,0,1,0,0,0,0,0,0,0,6,0,18,2,0,2,0
otu10335,0,0,0,0,0,0,1,0,2,0,0,2,0,1,0,1,18,3
otu10336,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,1
otu10337,0,0,0,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0
otu10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
otu10339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu1034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10340,0,0,0,1,2,1,0,0,0,0,0,0,1,3,3,0,0,0
otu10341,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1
otu10342,0,0,0,0,0,7,0,1,0,0,0,1,1,3,3,0,0,0
otu10343,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,1,7,4
otu10344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu1035,0,15,0,12,0,0,0,17,0,0,10,0,4,0,0,25,0,0
otu10352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1036,0,0,0,5,11,18,34,22,30,4,3,51,0,9,22,20,237,174
otu10360,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
otu10366,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
otu10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
otu10369,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,9,1
otu1037,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
otu10370,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
otu10371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10375,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu10378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
otu1039,1,0,1,0,0,0,0,1,9,0,0,3,0,0,0,0,0,0
otu10399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
otu10401,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10402,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
otu10406,0,2,0,0,0,0,119,43,42,0,0,0,0,0,0,13,10,16
otu10407,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,10,0
otu10409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu10410,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10411,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10420,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
otu10424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3
otu10427,0,0,0,5,0,2,0,0,0,18,43,2,0,0,0,0,0,0
otu10428,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,4
otu10429,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
otu1043,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,9,0,0
otu10430,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
otu10431,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,4
otu10432,0,0,0,0,0,0,0,0,1,0,0,77,0,0,0,0,1,7
otu10433,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,33
otu10435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1044,18,2,9,10,26,80,4,0,1,1,2,17,9,26,13,3,45,6
otu10442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10444,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
otu10445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10447,1,0,0,5,4,5,0,0,0,0,0,0,1,5,7,0,0,0
otu10448,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0
otu10449,0,0,1,0,0,0,0,0,0,0,0,1,5,0,10,0,0,2
otu1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10450,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,3,2
otu10451,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
otu10458,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,21,0,3
otu10459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
otu1046,0,0,0,5,0,12,2,0,4,0,0,2,2,0,8,11,0,18
otu10467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
otu10472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10475,1,0,0,0,2,1,0,2,1,0,0,1,0,2,0,0,0,3
otu10476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu10478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1048,0,0,0,9,22,27,0,0,0,5,0,5,0,0,4,0,3,0
otu10481,0,5,2,0,0,0,0,0,4,1,1,1,0,0,0,3,0,0
otu10487,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10488,0,5,1,0,0,0,0,2,3,1,0,8,0,0,0,1,0,0
otu1049,0,0,0,3,2,11,1,0,1,2,1,696,0,0,0,0,14,29
otu10491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10493,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
otu105,64,31,76,8,3,4,8,5,6,77,0,1,4064,1018,2873,20,49,1133
otu1050,0,4,0,0,0,0,1,3,1,1,1,3,0,0,2,0,1,0
otu10500,3,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
otu10503,0,0,0,0,0,1,0,0,0,3,0,1,0,0,3,1,0,1
otu10504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1051,2,0,0,1,1,0,0,0,0,0,0,0,5,18,9,0,1,2
otu10514,0,0,0,0,0,0,8,3,6,0,1,1,0,0,0,2,0,0
otu10515,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu10519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu10520,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu10521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10522,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
otu10524,0,2,0,1,0,3,1,0,0,2,1,1,0,1,0,0,0,0
otu10525,1,1,0,1,0,0,1,5,4,0,0,0,0,0,1,2,3,4
otu10526,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
otu10527,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1053,4,20,13,2,0,2,8,3,0,65,10,3,275,205,195,40,2,7
otu10531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu10538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1054,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu10542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu10548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu10549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10554,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
otu10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10561,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0
otu10564,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu10568,0,0,0,2,2,0,0,0,0,0,1,7,0,0,0,0,0,0
otu10569,0,0,0,2,0,0,0,0,1,1,0,8,0,0,0,0,1,0
otu1057,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
otu10570,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10575,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu10576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
otu10578,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
otu10579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1058,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
otu10582,0,8,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
otu10586,49,75,36,3,0,1,37,11,63,19,11,0,9,4,2,34,2,3
otu10587,66,80,77,0,0,0,10,33,4,4,1,1,1,8,4,1,0,3
otu10588,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu10589,58,59,45,0,0,0,11,1,2,1,1,3,2,5,10,0,0,0
otu10590,0,2,0,1,7,1,0,1,0,8,1,0,0,0,0,3,0,0
otu10591,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0
otu10593,37,60,34,53,15,16,8,7,4,3,4,5,2,7,4,4,1,0
otu10594,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,2,0
otu10595,2,2,18,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
otu10596,0,0,1,0,0,1,3,0,0,0,0,0,2,1,4,0,0,1
otu10597,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu10598,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
otu10599,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
otu106,1014,1265,1498,1,1,2,3185,4493,504,70,54,50,67,141,198,153,255,273
otu10602,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
otu10603,0,3,0,0,0,1,0,0,0,0,0,2,0,4,7,1,1,0
otu10604,1,4,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0
otu10605,0,3,1,0,0,0,0,1,1,0,0,1,0,1,0,2,14,0
otu10606,0,0,0,0,0,0,3,0,0,0,0,0,3,6,6,0,0,0
otu10607,1,0,1,0,0,1,2,3,0,0,0,0,0,3,1,0,0,1
otu10609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10610,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
otu10611,16,21,21,2,1,1,0,0,0,0,0,0,71,127,159,2,2,2
otu10615,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
otu1062,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1
