SpeciesID	DLSm01	DLSm02	DLSm03	DLSs01	DLSs02	DLSs03	DLSse01	DLSse02	DLSse03	DLSt01	DLSt02	DLSt03	DLSw202001	DLSw202002	DLSw202003	DPSm01	DPSm02	DPSm03	DPSs202001	DPSs202002	DPSs202003	DPSse01	DPSse02	DPSse03	DPSt01	DPSt02	DPSt03	DPSw202001	DPSw202002	DPSw202003	HLm01	HLm02	HLm03	HLs202001	HLs202002	HLs202003	HLse01	HLse02	HLse03	HLt01	HLt02	HLt03	HLw202001	HLw202002	HLw202003	SLTm01	SLTm02	SLTm03	SLTs202001	SLTs202002	SLTs202003	SLTse01	SLTse02	SLTse03	SLTt01	SLTt02	SLTt03	SLTw202001	SLTw202002	SLTw202003	SLm01	SLm02	SLm03	SLs01	SLs02	SLs03	SLse01	SLse02	SLse03	SLt01	SLt02	SLt03	SLw202001	SLw202002	SLw202003	XSm01	XSm02	XSm03	XSs202001	XSs202002	XSse01	XSse02	XSse03	XSt01	XSt02	XSt03	XSw202001	XSw202002	XSw202003	XsSs202003
Zotu1549	11	4	3	107	0	25	0	0	0	0	0	0	0	4	3	1	1	0	12	15	18	0	0	0	0	9	0	0	0	0	14	1	3	1	5	0	4	0	0	3	2	5	3	0	0	4	0	2	4	11	7	3	0	0	2	0	3	3	0	0	5	25	31	29	0	19	0	0	0	2	3	1	4	3	1	7	15	8	22	50	0	0	0	14	0	7	0	1	5	16
Zotu155	3379	356	406	0	0	0	0	0	0	87	7	0	0	0	0	40	117	0	0	0	0	0	0	0	11	79	75	0	0	0	440	29	26	0	0	0	0	0	0	88	2	0	0	0	0	0	1	0	0	0	0	0	0	0	184	13	5	0	0	0	637	1238	1085	1	0	0	0	0	0	1	12	24	0	0	0	52	186	446	0	0	0	0	0	1	22	19	0	0	0	0
Zotu1550	0	0	0	12	0	9	0	0	0	0	0	7	0	0	0	3	0	0	1	3	0	4	0	0	10	3	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	7	4	25	0	0	0	8	0	0	206	2	9	1	0	0	3	0	1	2	0	0	1	1	3	0	0	3	0	0	4	0	0	0	0	0	0
Zotu1551	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	5	5	0	0	0	1	0	0	0	0	9	5	4	0	0	0	0	25	35	6	4	7	0	0	0	28	3	10	0	0	1	0	6	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	5	0	0	0	4	0	0	0	0	0	3	0	1	16	11	0	0	0	59	133	85	0
Zotu1552	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	488	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	1	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	2	0	0	1	0
Zotu1553	18	9	25	4	2	5	0	0	1	2	1	3	2	1	0	3	5	12	0	0	3	2	0	0	11	3	2	0	0	0	8	2	5	3	12	2	3	0	0	4	0	11	2	0	0	16	3	6	0	8	4	1	0	1	4	5	4	0	3	0	10	24	46	6	11	15	1	0	2	4	2	3	1	1	4	2	4	3	0	5	0	0	1	4	5	6	3	2	1	3
Zotu1554	3	2	15	1	11	13	0	0	0	0	3	2	1	1	4	9	1	4	4	9	24	0	0	0	1	2	1	0	1	0	8	6	4	10	5	1	1	0	0	0	12	3	0	0	1	24	14	2	4	12	4	0	0	0	0	3	2	0	3	0	24	14	15	37	2	5	0	0	0	9	8	5	0	0	1	17	2	24	3	3	1	0	0	5	0	3	0	1	0	5
Zotu1555	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	1	6	1	0	0	0	0	0	0	0	75	39	95	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	7	4	0	0	0	0	0	0	27	26	23	0	0	0	0	0	0	0	0	0	0	0	0	26	0	2	0	0	0	22	0	0	0	0	0	0	0	5	7	10	0
Zotu1556	1	2	0	2	0	10	0	0	1	70	6	7	2	0	0	0	8	0	1	0	0	0	0	0	2	0	0	0	0	0	11	0	0	3	3	22	0	0	1	107	0	13	1	0	0	0	0	0	2	1	0	0	0	0	4	0	1	0	0	1	1	3	1	8	10	25	0	0	0	5	3	4	0	0	1	5	0	0	3	0	0	0	0	42	28	27	1	1	1	2
Zotu1557	0	0	0	0	0	0	0	0	0	0	0	0	0	33	42	0	0	0	67	126	218	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	16	1	0	0	0	0	74	0	0	0	0	0	0	0	0	12	31	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	30	0	0	0	0	27	0	0	0	0	0	0	0	0	0	34
Zotu1558	12	2	4	12	0	10	0	0	0	9	0	3	2	16	21	2	1	15	15	55	41	0	0	1	0	1	1	0	2	0	111	10	7	23	21	2	0	0	0	19	1	17	4	0	2	3	1	1	35	8	7	0	0	0	5	1	2	3	8	2	2	11	21	8	1	4	0	0	0	0	1	1	1	1	6	13	8	21	19	24	0	0	0	2	0	2	1	1	4	25
Zotu1559	2	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	22	8	243	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	23	19	0	0	0	1	0	12	27	2	0	0	0	0	1	0	11	0	0	0	0	0	3	0	0	0	0	0	3	1	12	0	0	0	1
Zotu156	0	0	0	0	0	0	55	72	64	0	0	0	1	0	0	7	5	11	0	0	0	24	10	19	0	0	0	0	0	1	0	0	0	0	0	0	11	23	13	0	0	0	1	0	0	34	2	0	0	0	0	362	16	17	0	0	0	0	0	0	0	0	0	18	3	6	2848	683	651	0	0	0	2	0	0	0	0	0	0	0	95	41	28	0	1	0	0	0	0	0
Zotu1560	0	0	1	1	2	10	0	0	1	0	5	1	0	1	6	0	0	1	4	2	27	0	0	0	10	4	2	0	0	1	3	1	1	28	14	3	0	0	0	1	4	3	1	0	1	3	0	0	8	18	26	0	0	0	1	4	0	1	8	2	3	0	3	0	1	0	0	0	1	0	0	0	1	0	3	6	0	0	34	18	0	0	0	8	2	3	0	5	2	124
Zotu1561	0	0	0	0	0	0	3	15	5	0	0	0	0	0	6	0	0	0	5	0	0	108	34	35	0	0	0	17	11	7	0	0	0	0	0	0	6	4	3	0	0	0	1	0	2	0	0	0	0	3	3	22	0	6	0	0	0	5	1	11	0	0	0	0	0	0	2	11	9	0	0	0	6	3	1	0	0	0	2	0	16	2	10	0	0	0	0	0	2	0
Zotu1562	17	0	0	1	0	0	1	0	0	42	0	0	3	4	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	241	19	13	5	0	2	0	0	0	47	6	7	0	0	0	0	0	0	7	1	0	0	0	0	26	0	0	0	0	1	0	6	2	4	0	0	0	0	0	0	0	3	1	0	0	42	20	36	0	0	0	0	0	6	5	22	0	1	0	1
Zotu1563	4	4	1	0	1	0	3	0	0	0	1	0	0	0	0	112	0	2	0	1	0	0	0	0	22	10	2	0	0	0	6	5	2	0	0	0	0	0	0	54	1	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	7	3	0	26	4	0	0	0	0	1	0	0	0	0	0	9	28	1	0	0	0	0	0	5	9	16	0	0	0	0
Zotu1564	0	0	0	37	3	17	0	0	0	0	0	0	0	5	4	0	0	3	0	0	5	0	0	4	0	0	0	4	2	0	0	0	0	15	12	3	13	0	2	0	0	0	3	12	1	7	0	2	2	60	17	6	0	0	0	0	0	0	4	4	0	0	0	21	13	24	0	0	3	0	1	0	0	0	3	0	0	0	11	14	1	0	0	0	1	0	10	13	3	26
Zotu1565	0	0	0	1	0	6	0	0	2	0	0	0	0	0	1	0	1	0	0	5	3	6	2	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	2	0	0	2	7	4	220	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	32	69	0	0	0	0	0	0	2
Zotu1566	0	0	0	0	1	0	0	0	3	16	30	13	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	1	1	0	0	0	0	0	0	0	2	11	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	139	51	13	0	0	0	7	0	0	0	0	0	0	0	6	0	5	0	0	0	0
Zotu1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	34	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	29	0	0	0	0	0	0	0	35	0	48
Zotu1568	12	0	0	6	0	2	10	0	13	11	0	1	0	0	0	10	6	14	0	0	0	0	0	0	0	0	0	0	0	0	111	9	9	0	1	0	2	0	0	16	0	0	1	0	0	45	5	11	0	1	0	0	0	0	11	0	0	0	0	0	0	0	2	1	17	2	3	9	0	0	0	0	1	0	0	20	6	22	0	0	0	0	0	0	0	0	0	0	0	1
Zotu1569	6	0	3	0	0	0	0	0	0	315	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	1	1	0	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0
Zotu157	10	19	45	257	473	324	2	2	1	56	83	120	9	60	93	13	115	59	362	132	408	4	0	0	137	26	67	8	5	19	20	13	8	304	472	91	4	6	1	19	15	28	56	14	11	40	194	47	185	415	153	1	1	0	9	33	111	9	41	10	30	34	69	81	246	510	0	1	1	143	30	1612	35	4	25	33	49	185	405	216	3	5	5	56	58	224	34	42	74	484
Zotu1570	1	2	5	2	4	7	0	0	0	13	230	10	0	0	6	8	0	10	0	0	1	0	0	1	1	1	0	0	3	0	4	4	0	5	1	6	0	0	0	1	7	1	1	0	2	2	12	3	0	6	19	0	0	0	0	6	2	0	0	0	7	3	2	2	2	2	0	0	0	10	4	16	0	0	0	3	0	0	19	2	0	0	0	0	0	4	1	5	0	4
Zotu1571	1	0	2	1	2	1	0	0	0	11	13	12	0	1	2	1	0	3	2	1	3	0	0	0	2	0	22	0	0	1	4	5	0	4	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	4	0	0	0	0	0	0	1	0	0	0	0	1	6	0	0	1	0	0	0	17	3	171	3	0	1	1	0	7	8	4	0	0	0	9	2	29	0	0	0	1
Zotu1572	0	0	0	0	0	0	0	1	1	0	0	0	10	10	1	0	0	0	0	10	1	0	0	0	0	0	0	6	2	0	0	0	0	0	18	21	13	9	11	0	0	0	130	47	18	0	1	2	0	14	0	2	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	4	0	0	0	0	12	2	2	2	0	0	0	8	28	24	0
Zotu1573	0	0	0	0	0	0	3	0	7	0	0	0	3	0	0	2	0	1	0	0	0	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0	9	1	5	0	0	0	0	0	0	1	0	0	0	0	0	123	31	7	0	0	0	0	0	0	0	0	0	2	0	0	2	0	6	0	0	0	0	2	2	0	0	0	0	3	129	6	16	0	1	0	0	0	0	0
Zotu1574	7	11	5	0	0	0	0	0	0	2	2	3	0	0	0	0	1	0	0	0	0	0	0	0	193	11	6	0	0	0	2	1	8	1	1	13	0	0	0	1	3	12	0	0	0	0	26	0	0	0	0	0	0	0	5	20	10	0	0	0	38	4	8	0	0	0	0	0	0	6	0	1	0	0	0	36	17	13	0	0	0	0	0	6	0	0	0	0	0	0
Zotu1575	0	0	0	1	0	0	0	0	0	0	0	0	6	0	2	0	1	0	0	10	2	0	0	0	0	0	0	33	39	47	0	0	0	8	5	8	9	1	1	0	0	0	8	1	1	0	0	0	10	1	1	0	0	0	0	0	0	117	84	114	0	0	0	0	0	0	0	0	0	0	0	0	7	10	6	0	0	0	1	11	2	0	2	0	0	0	0	1	1	10
Zotu1576	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	4	0	0	0	0	0	2	8	0	0	0	0	0	4	0	0	0	0	0	8	122	80	0	0	0	0
Zotu1577	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1578	0	0	0	22	0	4	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	19	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0
Zotu1579	0	0	0	0	0	0	0	0	0	0	0	0	10	3	2	0	0	0	5	9	4	0	0	0	0	0	0	12	11	16	0	0	0	0	1	0	0	0	0	0	0	0	9	13	15	0	1	0	0	2	3	0	0	0	0	0	0	24	31	7	0	0	0	0	0	0	0	0	0	0	0	0	22	33	15	0	0	0	9	17	0	0	0	0	0	0	2	2	6	9
Zotu158	57	41	1	0	0	0	0	0	0	65	38	3	0	0	0	0	0	0	0	0	0	0	0	0	278	27	75	0	0	0	36	18	0	0	0	0	0	0	0	137	32	1	0	0	0	0	0	0	0	0	0	0	0	0	2884	2235	165	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1580	4	1	6	10	2	24	1	0	1	10	1	2	0	2	2	5	3	1	1	0	5	0	0	0	1	4	6	0	1	1	9	2	3	21	4	1	1	1	0	3	1	3	0	0	0	15	0	2	3	18	12	1	0	0	4	2	2	2	3	0	5	4	12	24	2	17	0	0	2	6	1	4	2	0	0	14	12	19	48	12	0	5	0	5	5	4	1	1	2	29
Zotu1581	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Zotu1582	0	0	0	25	2	8	0	1	0	20	11	6	0	0	0	2	0	0	3	1	6	0	0	0	4	1	0	0	0	0	12	2	1	0	1	0	0	0	0	7	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	1	0	34	3	3	0	0	0	172	11	12	0	0	0	18	6	1	1	1	0	0	0	17	0	3	0	0	0	4
Zotu1583	0	0	0	5	196	1	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	1	1	2	0	0	0	0	0	32	29	3	0	0	0	3	0	0	0	1	4
Zotu1584	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	205	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Zotu1585	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	29	171	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	2	1	0	0	0	13	33	9	0	0	0	0	7	0	1	0	0	0	0	0	0	11	0	0	0	0	0	16	0	2	4	0	0	0	0	1	0	0	0	0	2
Zotu1586	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	10	9	3	0	0	0	0	26	22	1	0	0	0	0	0	27	7	8	0	0	0	0	13	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	4	9	0	0	0	96	77	92	0
Zotu1587	1	1	0	8	1	14	0	0	0	0	3	1	0	0	0	1	0	4	0	0	0	0	0	0	6	7	103	0	0	0	1	1	2	6	11	1	2	0	0	5	5	1	0	0	0	0	1	0	1	1	1	0	0	0	26	9	6	0	2	1	0	0	9	3	1	72	0	0	0	1	0	11	3	0	0	0	0	7	6	0	0	0	4	6	1	13	1	1	3	4
Zotu1588	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	3	0	0	0	0	0	0	0	2	0	0	0	0	72	13	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	255	3	2	0	0	0	0	0	0	0
Zotu1589	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	106	41	30	0	0	0	0	0	0	0	0	0	0	0	10	2	3	0	0	0	0	0	0	0
Zotu159	0	0	0	0	0	1	11	2	4	0	0	0	4	10	0	0	0	1	6	0	20	12	8	8	0	0	0	27	39	29	0	0	0	5	110	40	18	16	16	0	0	0	42	12	6	2	0	0	3	13	0	745	2	1122	0	0	0	58	604	41	0	0	0	0	0	1	4	43	104	0	0	0	29	2	32	0	0	0	9	0	16	1768	3049	0	1	0	246	78	179	51
Zotu1590	0	0	0	0	1	0	0	1	1	0	0	0	25	3	3	2	0	1	4	11	15	0	2	2	0	0	0	13	12	25	0	0	0	0	11	1	0	0	0	0	0	0	9	38	34	0	0	0	0	8	5	0	1	2	0	0	0	30	45	19	0	0	0	1	0	0	1	0	6	0	0	0	71	30	47	0	0	0	19	14	0	0	2	0	0	0	3	4	10	19
Zotu1591	17	9	26	0	0	0	0	0	0	1	0	2	0	1	3	109	3	6	5	2	3	3	0	0	1	2	0	0	3	1	9	1	2	7	0	0	0	0	0	2	0	3	0	1	0	3	0	11	2	4	4	0	0	0	0	1	0	0	0	0	41	67	54	6	0	0	2	0	1	5	0	5	1	0	0	4	8	14	3	3	9	0	1	2	1	5	1	0	0	4
Zotu1592	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	1	0	0	0	11	6	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	9	1	0	0	0	0	5	0	0	0	0	0	0	0	0	13	0	0	0	0	0	6	0	0	0	0	0	0	0	15	0	0	0	0
Zotu1593	7	7	13	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	370	7	10	0	0	0	1	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Zotu1594	0	0	0	1	0	2	5	11	1	0	0	0	50	48	55	0	0	0	24	23	16	0	0	0	0	0	0	7	9	0	0	0	0	23	0	16	2	0	0	0	0	0	0	18	30	0	3	1	47	8	5	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	1	0	1	0	13	8	11	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0
Zotu1595	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	134	21	0	0	0	0
Zotu1596	2	2	0	0	0	1	0	2	0	0	0	0	0	0	0	4	7	4	0	0	0	0	0	0	0	7	0	0	0	0	11	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	112	44	0	0	0	0	0	1	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	10	126	26	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1597	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	72	201	13	0	0	0	0	0	0	0	6	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	11	0	0	0	0	0	0	0
Zotu1598	0	6	3	2	0	1	0	0	0	16	120	25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	2	0	0	0	0	0	0	1	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	1	0	0	0	0	0	0	0	0	29	2	20	0	0	0	0	0	0	0	0	0	0	0	46	0	4	0	0	0	0
Zotu1599	0	0	0	16	7	26	0	3	0	1	0	0	0	0	0	1	0	12	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	4	120	0	0	4	0	0	0	0	0	0	0	0	0	1	0	2	0	9	0	1	0	0	1	0	0
Zotu16	59	83	177	1911	3000	4661	8	6	3	220	1922	649	207	387	849	66	201	235	3561	1532	2780	15	5	6	282	545	187	25	69	306	304	69	64	4889	2535	1381	21	25	37	720	573	465	435	26	154	314	84	85	1877	1810	2413	5	6	10	94	437	73	149	260	205	326	489	565	1768	674	3450	6	0	17	488	100	979	606	112	240	271	61	516	8779	3699	40	5	28	6700	217	999	119	396	826	4690
Zotu160	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	272	74	2	0	0	0	0	0	601	361	381	0	0	0	5	224	19	5	3	11	0	0	0	610	5	4	0	0	0	15	1	0	0	0	0	0	0	0	3627	1479	386	0	0	0	2	0	1	0	0	0	0	0	0	6	181	59	0	0	0	1	228	396	3	11	0	0	0	0	1	1	68
Zotu1600	0	0	0	4	9	7	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	16	39	62	1	0	1	0	6	0	0	0	0	0	0	0	0	0	1	1	5	0	6	0	0	0	0	0
Zotu1601	106	33	18	0	0	0	0	0	0	4	0	0	0	0	1	17	10	4	0	11	1	0	0	0	2	0	0	0	0	0	46	88	48	1	0	0	0	0	0	1	3	2	1	0	0	0	129	180	5	0	0	0	0	1	5	3	2	0	0	0	7	14	1	0	0	0	0	0	0	0	0	0	0	0	0	21	15	9	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1602	2	0	2	0	1	0	1	0	0	5	8	6	0	0	0	0	0	0	0	0	0	0	0	0	5	3	96	0	0	0	7	6	5	0	1	1	0	0	0	45	12	14	0	0	0	0	0	0	0	0	0	0	0	0	19	27	46	0	0	1	3	0	6	1	0	0	0	0	0	5	0	8	0	0	0	5	0	6	0	0	0	0	0	19	7	30	1	0	0	0
Zotu1603	6	8	7	5	1	8	0	1	1	0	15	0	0	0	0	0	4	1	0	0	0	0	0	1	38	9	24	1	0	0	0	4	0	2	1	1	0	1	2	0	3	0	0	0	0	0	4	6	0	3	0	0	0	0	10	33	3	0	0	1	16	3	13	5	4	11	1	0	1	11	2	2	0	0	0	10	2	1	1	2	4	2	3	7	0	4	0	0	0	0
Zotu1604	13	0	1	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	5	0	0	0	0	0	0	0	0	410	9	10	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	23	100	118	0	0	0	0
Zotu1605	0	0	0	0	0	0	0	0	0	0	0	0	94	27	9	0	0	0	9	23	24	0	0	1	0	0	0	6	1	0	0	0	0	26	8	15	0	0	0	0	0	0	18	37	35	0	0	0	40	14	0	0	0	1	0	0	0	14	6	15	0	0	0	0	0	0	0	0	0	0	0	0	64	72	64	0	0	0	5	22	0	0	0	0	0	0	9	2	2	11
Zotu1606	0	0	0	0	0	0	0	0	0	0	0	0	1	8	15	0	0	0	3	2	0	0	0	1	0	0	0	55	70	40	0	0	0	0	0	0	0	0	0	0	0	0	2	10	26	0	0	0	0	8	4	0	0	0	0	0	0	25	35	35	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	6	2	0	1	0	0	0	0	11	18	5	0
Zotu1607	0	0	0	4	57	145	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	4	2	0	0	0	0	0	0	0	1	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	17	18	10	1	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	6	0	0	0	0	0
Zotu1608	0	0	0	0	0	0	8	9	7	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	99	29	35	0	0	0	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0	0
Zotu1609	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	22	2	0	0	0	0	0	0	0	0	23	0	0	0	0	0	233	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	21	30	0	0	0	0	0	0	18	0	0	32
Zotu161	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	382	30	0	0	0	0	0	0	0	0	0	0	0	0	0	333	186	188	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	107	1	0	0	0	0	0	0	0	57	0	1	0	0	0	55	0	0	0	0	0	0	0	4169	0	111	0	0	0	0
Zotu1610	14	7	10	0	0	0	0	0	0	0	0	0	0	0	0	1	286	0	0	0	0	0	1	0	0	3	5	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	84	65	1	0	0	0	0	0	0	2	3	0	0	0	3	41	10	0	0	0	2	0	0	0	4	0	0	0	0
Zotu1611	19	21	13	0	0	0	0	0	0	0	1	0	1	1	1	1	1	2	0	1	0	0	0	0	0	6	7	0	0	0	3	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	25	12	10	0	0	0	0	0	0	0	0	0	0	0	22	163	212	1	0	0	0	0	0	0	8	5	0	0	0	2	15	8	1	1	0	0	0	0	0	5	0	0	0	1
